STAZIONE FS;AEROPORTO;CODICE IDENTIFICATIVO;SALA CONFERENZE;PARCHEGGIO;PROVINCIA;IMPIANTI RISALITA;DENOMINAZIONE;SITO WEB;STELLE;TERMALE;ACCESSO AI DISABILI;PERIFERIA;FAX;NUOVA CLASSIFICAZIONE LR11;TELEFONO;COLLINARE;COMUNE;NUMERO CIVICO;INDIRIZZO;SOLARIUM;EMAIL;ZONA FIERA;LAGO;SPAGNOLO;INTERNO;CAP;AUTOSTRADA;FITNESS;GIOCHI BIMBI;TIPOLOGIA SECONDARIA;CATEGORIA;SAUNA;ZONA;INGLESE;ALTRI SERVIZI;CENTRO STORICO;ARIA CONDIZIONATA;LOCALITA;MARE;ANIMALI AMMESSI;PISCINA;TEDESCO;CHIUSURA TEMPORANEA;RISTORANTE;FRANCESE;TIPOLOGIA;PISCINA COPERTA;DATA ULTIMA MODIFICA
FALSO;FALSO;404;FALSO;VERO;VERONA;FALSO;BENEDETTI GIACOMINA;;;FALSO;FALSO;FALSO;456583553;2 Leoni;457401111;FALSO;MALCESINE;8;Località Sottodossi;FALSO;trimelonimargherita@yahoo.it;FALSO;VERO;FALSO;;37018;FALSO;FALSO;FALSO;;3;FALSO;garda;FALSO;;FALSO;FALSO;;FALSO;VERO;FALSO;VERO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;13/04/2017
FALSO;FALSO;113382;FALSO;VERO;VERONA;FALSO;BIKE TUOR SUITE;;;FALSO;FALSO;FALSO;;2 Leoni;045 595388;FALSO;VERONA;11, Scala A;Corso Porta Nuova;FALSO;info@hotelmastino.it;FALSO;FALSO;FALSO;;37121;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;vicinanza mezzi pubblici, frigobar, servizio lavanderia, wi-fi;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;13/01/2017
FALSO;FALSO;45978;FALSO;FALSO;VERONA;FALSO;BORGO ANTICO;www.borgoanticodisoave.com;;FALSO;FALSO;FALSO;;3 Leoni;3496519241;FALSO;SOAVE;43;CORSO VITTORIO EMANUELE;FALSO;borgoanticosoave@gmail.com;FALSO;FALSO;VERO;;37038;FALSO;FALSO;FALSO;;3;FALSO;verona;FALSO;;VERO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;13/04/2017
FALSO;FALSO;76020;FALSO;VERO;VERONA;FALSO;BORGO PORTA ROSSA;www.progettoindue.com;;FALSO;FALSO;FALSO;045 7500637;;045 7500637;VERO;NEGRAR;1;VIA PORTA ROSSA,;FALSO;patriziakrisa@me.com;FALSO;FALSO;VERO;;37024;FALSO;FALSO;VERO;;3;FALSO;verona;VERO;;FALSO;FALSO;;FALSO;VERO;FALSO;VERO;FALSO;FALSO;VERO;AFFITTACAMERE;FALSO;18/12/2017
FALSO;FALSO;50206;FALSO;VERO;VERONA;FALSO;BOUTIQUE  ROOM;;;FALSO;VERO;FALSO;;4 Leoni;45595388;FALSO;VERONA;6;VIA SANT'ANTONIO;FALSO;edoardocaldari@hotelmastino.it;FALSO;FALSO;FALSO;;37100;FALSO;FALSO;FALSO;;1;FALSO;verona;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;10/04/2017
FALSO;FALSO;45798;FALSO;VERO;VERONA;FALSO;CA' DELL'ORTO;www.cadellorto.it;;FALSO;FALSO;VERO;458388819;;458303554;FALSO;VERONA;52;Via Francesco Da Levanto;FALSO;info@cadellorto.it;FALSO;FALSO;VERO;;37138;FALSO;FALSO;FALSO;;2;FALSO;verona;VERO;;FALSO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;03/06/2014
FALSO;VERO;503;FALSO;VERO;VERONA;FALSO;CA' MADDALENA;www.bedandbreakfastcamaddalena.it;;FALSO;FALSO;FALSO;456309066;2 Leoni;456302943;VERO;VILLAFRANCA DI VERONA;2;LOCALITA' PIGNO;FALSO;info@camaddalena.it;FALSO;FALSO;FALSO;;37069;VERO;FALSO;FALSO;;3;FALSO;verona;VERO;;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;15/05/2017
FALSO;FALSO;45593;FALSO;VERO;VERONA;FALSO;CAMERE ELENA;www.affittacamereelena.it;;FALSO;FALSO;VERO;;3 Leoni;348 7030345;FALSO;LAZISE;4;VICOLO CONFINE;FALSO;info@affittacamereelena.it;FALSO;FALSO;FALSO;;37017;FALSO;FALSO;FALSO;;3;FALSO;garda;VERO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;14/04/2017
FALSO;FALSO;53055;FALSO;VERO;VERONA;FALSO;CAMERE GIRASOLE;;;FALSO;FALSO;VERO;;3 Leoni;3487030345;FALSO;LAZISE;20;VIA ZAPPO;FALSO;info@cameregirasole.com;FALSO;VERO;FALSO;;37017;FALSO;FALSO;FALSO;;3;FALSO;garda;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;14/04/2017
FALSO;FALSO;64560;FALSO;VERO;VERONA;FALSO;CAMERE LA COLOMBARA;www.lacolombaracamere.it;;FALSO;FALSO;FALSO;456210051;3 Leoni;456210051;VERO;BARDOLINO;4;Via Monsurei;FALSO;info@lacolombaracamere.it;FALSO;FALSO;VERO;;37011;FALSO;FALSO;VERO;;2;FALSO;garda;VERO;piscina-biciclette-internet;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;VERO;AFFITTACAMERE;FALSO;30/01/2017
FALSO;FALSO;112222;FALSO;VERO;VERONA;FALSO;CAMERE LEONARDO;;;FALSO;VERO;VERO;;2 Leoni;3498505551;FALSO;SAN GIOVANNI LUPATOTO;294;Via Garofoli;FALSO;reception.leonardo@gmail.com;FALSO;FALSO;FALSO;;37057;FALSO;FALSO;FALSO;;;FALSO;verona;FALSO;vicinanza mezzi pubblici, wi-fi;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;13/01/2017
FALSO;FALSO;384;FALSO;VERO;VERONA;FALSO;CAMERE MARY ROSE 2;;;FALSO;FALSO;FALSO;456470734;2 Leoni;456470709;VERO;LAZISE;18;Via Pastrengo;FALSO;info@hotelmaryrose.it;FALSO;VERO;FALSO;;37017;FALSO;FALSO;FALSO;;3;FALSO;garda;VERO;PISCINA SCOPERTA;FALSO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;06/02/2018
FALSO;FALSO;468;FALSO;FALSO;VERONA;FALSO;CAMERE VIA SANZIO;www.lefinestresuborghetto.it;;FALSO;FALSO;FALSO;;;335 7419453;FALSO;VALEGGIO SUL MINCIO;24;Via R. Sanzio - Borghetto;FALSO;info@lefinestresuborghetto.it;FALSO;FALSO;VERO;;37067;FALSO;FALSO;FALSO;;2;FALSO;garda;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;24/07/2017
FALSO;FALSO;323;FALSO;VERO;VERONA;FALSO;CAMPAGNARI ANGELINA;;;FALSO;FALSO;FALSO;;;457210727;FALSO;BARDOLINO;4;Via San Colombano;FALSO;;FALSO;FALSO;FALSO;;37011;FALSO;FALSO;FALSO;;3;FALSO;garda;FALSO;;FALSO;FALSO;;FALSO;VERO;FALSO;VERO;FALSO;VERO;FALSO;AFFITTACAMERE;FALSO;16/02/2017
FALSO;FALSO;90740;FALSO;FALSO;VERONA;FALSO;CANCELLATO;;;FALSO;FALSO;FALSO;;;;FALSO;NEGRAR;;;FALSO;;FALSO;FALSO;FALSO;;37024;FALSO;FALSO;FALSO;;3;FALSO;verona;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;07/04/2014
FALSO;FALSO;307;FALSO;VERO;VERONA;FALSO;CAORSA;www.caorsa.it;;FALSO;FALSO;FALSO;456264490;3 Leoni;457235039;VERO;AFFI;11;Località Caorsa;FALSO;info@caorsa.it;FALSO;FALSO;FALSO;;37010;VERO;FALSO;VERO;;3;FALSO;garda;VERO;;FALSO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;VERO;FALSO;AFFITTACAMERE;FALSO;23/02/2018
FALSO;FALSO;312;FALSO;FALSO;VERONA;FALSO;CASA AI POGGI;www.alsole.it;;FALSO;FALSO;FALSO;456212520;2 Leoni;457210822;FALSO;BARDOLINO;1;Via dei Poggi;FALSO;al-sole@kriss.it;FALSO;VERO;FALSO;;37011;FALSO;FALSO;FALSO;;2;FALSO;garda;VERO;;FALSO;FALSO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;VERO;AFFITTACAMERE;FALSO;13/01/2017
FALSO;FALSO;47398;FALSO;VERO;VERONA;FALSO;CASA ANTICA ROSSATO;www.casanticarossato.it;;FALSO;FALSO;VERO;44230405;2 Leoni;44230405;FALSO;CEREA;99;Via Mantova;FALSO;info@casanticarossato.it;FALSO;FALSO;VERO;;37053;FALSO;FALSO;FALSO;;2;FALSO;verona;VERO;internet, parcheggio interno alla struttura;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;16/09/2016
FALSO;FALSO;368;FALSO;VERO;VERONA;FALSO;CASA ARCHI;www.punta-sanvigilio.it;;FALSO;FALSO;FALSO;457256551;5 Leoni;457255884;FALSO;GARDA;;Via San Vigilio;FALSO;info@punta-sanvigilio.it;FALSO;VERO;FALSO;;37016;FALSO;FALSO;VERO;;1;FALSO;garda;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;VERO;FALSO;AFFITTACAMERE;FALSO;05/04/2017
FALSO;FALSO;50981;FALSO;VERO;VERONA;FALSO;CASA CITELLA GUEST HOUSE;www.casacitella.it;;FALSO;VERO;FALSO;045 6755033;2 Leoni;045 6766368;FALSO;BUSSOLENGO;19;Via Citella;FALSO;info@casacitella.it;FALSO;FALSO;FALSO;;37012;FALSO;FALSO;FALSO;;3;FALSO;garda;VERO;lavatrice a gettone a pagamento - bollitore in camera;VERO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;23/02/2018
FALSO;FALSO;48861;FALSO;VERO;VERONA;FALSO;CASA DEI FRACCAROLI;;;FALSO;FALSO;VERO;;;456850126;VERO;SAN PIETRO IN CARIANO;21;Via Castello;FALSO;info@castrumrelais.it;FALSO;FALSO;FALSO;;37029;FALSO;FALSO;VERO;;3;FALSO;verona;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;13/03/2017
FALSO;FALSO;409;FALSO;VERO;VERONA;FALSO;CASA FELTRINELLI;;;FALSO;FALSO;FALSO;;2 Leoni;456570090;FALSO;MALCESINE;169 int. 1;Via Gardesana;FALSO;luca.feltrinelli@gmail.com;FALSO;VERO;FALSO;;37018;FALSO;FALSO;FALSO;;3;FALSO;garda;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;10/05/2017
FALSO;FALSO;75600;FALSO;VERO;VERONA;FALSO;CASA FOLA;www.casafola.com;;FALSO;VERO;FALSO;459231244;2 Leoni;459231244;FALSO;VERONA;8;Vicolo Pietrone;FALSO;info@casafola.com;FALSO;FALSO;VERO;;37100;FALSO;FALSO;FALSO;;3;FALSO;verona;VERO;colazione con convenzione presso bar;VERO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;04/05/2017
FALSO;FALSO;434;FALSO;VERO;VERONA;FALSO;CASA GIGLIO;;;FALSO;FALSO;FALSO;456340708;;0457930253-0456340909;FALSO;MOZZECANE;58/a;Via Caterina Bon Brenzoni;FALSO;ristgel@gmail.com;FALSO;FALSO;FALSO;;37060;FALSO;FALSO;VERO;;1;FALSO;verona;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;AFFITTACAMERE;FALSO;12/10/2017
FALSO;FALSO;98522;FALSO;VERO;VERONA;FALSO;CASA GRAZIELLA;;;FALSO;FALSO;FALSO;;;045 6296080;FALSO;TORRI DEL BENACO;12;Località Frader;FALSO;casadigraziella@gmail.com;FALSO;VERO;FALSO;;37010;FALSO;FALSO;FALSO;;2;FALSO;garda;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;VERO;AFFITTACAMERE;FALSO;05/08/2014
FALSO;FALSO;432;FALSO;FALSO;VERONA;FALSO;CASA HELLEN;www.alloggiocasahellen.com;;FALSO;FALSO;FALSO;456105615;;0457610649 / 0457614814;FALSO;MONTEFORTE D'ALPONE;;Via Matteotti;FALSO;info@alloggiocasahellen.com;FALSO;FALSO;FALSO;;37032;FALSO;FALSO;FALSO;;2;FALSO;verona;FALSO;;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;06/02/2014
FALSO;FALSO;363;FALSO;VERO;VERONA;FALSO;CASA LADY DI BONOMI IVAN;www.casalady.it;;FALSO;FALSO;FALSO;457256562;2 Leoni;0457256562 - 340 0539208;FALSO;GARDA;2/4;Via Verdi;FALSO;ivan@casalady.it;FALSO;VERO;VERO;;37016;FALSO;FALSO;FALSO;;2;FALSO;garda;VERO;;VERO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;VERO;VERO;AFFITTACAMERE;FALSO;09/11/2017
FALSO;FALSO;49238;FALSO;VERO;VERONA;FALSO;CASALIVA;www.casaliva.it;;FALSO;FALSO;FALSO;457211350;4 Leoni;457211350;VERO;BARDOLINO;6;STRADA DI SEM;FALSO;info@casaliva.it;FALSO;VERO;VERO;;37011;FALSO;FALSO;FALSO;;2;FALSO;garda;VERO;;FALSO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;14/11/2017
FALSO;FALSO;496;FALSO;VERO;VERONA;FALSO;CASA MAGNANI;www.casamagnani.it;;FALSO;FALSO;FALSO;459580790;3 Leoni;3404715135 / 3384022579;VERO;VERONA;7;Via Messer Ottonello;FALSO;info@casamagnani.it;FALSO;FALSO;FALSO;;37100;FALSO;FALSO;FALSO;;2;FALSO;verona;VERO;INTERNET SENZA FILI;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;VERO;AFFITTACAMERE;FALSO;20/09/2017
FALSO;FALSO;446;FALSO;VERO;VERONA;FALSO;CASA MARTORI;;;FALSO;FALSO;FALSO;045 6400316;2 Leoni;045 7550281;FALSO;PESCHIERA DEL GARDA;10;LOCALITA' FORNACI;FALSO;alpescatore@alice.it;FALSO;VERO;FALSO;;37019;FALSO;FALSO;FALSO;;2;FALSO;garda;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;VERO;AFFITTACAMERE;FALSO;05/05/2017
FALSO;FALSO;427;FALSO;VERO;VERONA;FALSO;CASA MILANI 2;www.casamilani.it;;FALSO;FALSO;VERO;457400460;2 Leoni;457400460;FALSO;MALCESINE;32;Via Puri;FALSO;info@casamilani.it;FALSO;FALSO;FALSO;;37018;FALSO;FALSO;FALSO;;3;FALSO;garda;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;26/04/2017
FALSO;FALSO;97280;FALSO;FALSO;VERONA;FALSO;CASA MOSOLE;www.casamosole.com;;FALSO;FALSO;FALSO;045 7400165;4 Leoni;348 5310790 - 045 2589430;FALSO;MALCESINE;3;Via Bottura;FALSO;info@casamosole.com;FALSO;FALSO;FALSO;;37018;FALSO;FALSO;FALSO;;1;FALSO;garda;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;20/03/2017
FALSO;FALSO;69880;FALSO;FALSO;VERONA;FALSO;CASA PANVINIO;;;FALSO;FALSO;FALSO;045 8031251;2 Leoni;045 8031251;FALSO;VERONA;19/a;Lungadige Panvinio;FALSO;info@casapanvinio.it;FALSO;FALSO;VERO;;37121;FALSO;FALSO;FALSO;;3;FALSO;verona;VERO;prima colazione con convenzione al bar;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;07/02/2017
FALSO;FALSO;331;FALSO;VERO;VERONA;FALSO;CASA SILVANA;;;FALSO;FALSO;FALSO;457430204;2 Leoni;457430204;FALSO;BRENZONE SUL GARDA;45;Via Vespucci,;FALSO;info@casasilvana.net;FALSO;VERO;FALSO;;37010;FALSO;FALSO;FALSO;;3;FALSO;garda;FALSO;;FALSO;FALSO;;FALSO;VERO;FALSO;VERO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;10/10/2017
FALSO;FALSO;103683;FALSO;VERO;VERONA;FALSO;CASA SUL GARDA;www.bbcasasulgarda.com;;FALSO;VERO;FALSO;;;331 1005006;FALSO;PESCHIERA DEL GARDA;5;Via Risorgimento;FALSO;info@bbcasasulgarda.com;FALSO;VERO;FALSO;;37019;FALSO;FALSO;FALSO;;3;FALSO;garda;VERO;SI ACCETTANO ANIMALI SOLO DI PICCOLA TAGLIA;FALSO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;20/12/2017
FALSO;FALSO;457;FALSO;VERO;VERONA;FALSO;CASTRUM RELAIS;www.castrumrelais.it;;FALSO;FALSO;FALSO;456850126;;456850126;VERO;SAN PIETRO IN CARIANO;21 - Località Castelrotto;Via Castello;FALSO;info@castrumrelais.it;FALSO;FALSO;FALSO;;37029;FALSO;FALSO;FALSO;;2;FALSO;verona;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;03/03/2016
FALSO;FALSO;47397;FALSO;VERO;VERONA;FALSO;CA' VETTOR UNO;www.cavettor.com;;FALSO;FALSO;FALSO;456260924;2 Leoni;456261278;VERO;AFFI;5;VIA CA' DEL BOSCO;FALSO;info@cavettor.com;FALSO;FALSO;FALSO;;37010;FALSO;FALSO;VERO;;2;FALSO;garda;VERO;internet wireless wi fi;FALSO;FALSO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;15/02/2017
FALSO;FALSO;112302;FALSO;FALSO;VERONA;FALSO;CENTER IN THE HEART;;;FALSO;FALSO;FALSO;;2 Leoni;458036370;FALSO;VERONA;40;Vicolo Tre Marchetti;FALSO;zaniniristorazione@libero.it;FALSO;FALSO;VERO;;37100;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;vicinanza mezzi pubblici, accettazione gruppi, frigobar in camera, wi-fi;VERO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;VERO;AFFITTACAMERE;FALSO;04/08/2016
FALSO;FALSO;179522;FALSO;FALSO;VERONA;FALSO;CHAMBRES OPERA';;;FALSO;VERO;FALSO;;3 Leoni;045/6470205;FALSO;LAZISE;6;VIA MONTE BALDO;FALSO;laboheme@ristoclassique.it;FALSO;VERO;FALSO;;37017;FALSO;FALSO;FALSO;;;FALSO;garda;FALSO;;FALSO;FALSO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;21/04/2017
FALSO;FALSO;316;FALSO;FALSO;VERONA;FALSO;CLARA E LUCIANO;;;FALSO;FALSO;FALSO;;;456210244;FALSO;BARDOLINO;18;Via Borgo Cavour,;FALSO;cameredaluciano@gmail.com;FALSO;VERO;FALSO;;37011;FALSO;FALSO;FALSO;;3;FALSO;garda;FALSO;;FALSO;FALSO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;27/09/2016
FALSO;FALSO;361;FALSO;VERO;VERONA;FALSO;CONSOLINI MAURO;;;FALSO;FALSO;VERO;457256113;2 Leoni;457256113;FALSO;GARDA;15;Via Montebaldo;FALSO;consolinimauro@yahoo.it;FALSO;FALSO;VERO;;37016;FALSO;FALSO;FALSO;;3;FALSO;garda;VERO;;FALSO;FALSO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;VERO;AFFITTACAMERE;FALSO;23/06/2016
FALSO;FALSO;370;FALSO;FALSO;VERONA;FALSO;CONSOLINI MAURO - PICCOLO BAR;www.piccolobar.it;;FALSO;FALSO;FALSO;;2 Leoni;045 7255561 - 335 6182575;FALSO;GARDA;4;VIA ANTICHE MURA;FALSO;piccolobargarda@gmail.com;FALSO;VERO;VERO;;37016;FALSO;FALSO;FALSO;;3;FALSO;garda;VERO;;FALSO;FALSO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;VERO;AFFITTACAMERE;FALSO;23/06/2016
FALSO;FALSO;502;FALSO;VERO;VERONA;FALSO;CORTE BRIGAFATTA;;;FALSO;FALSO;FALSO;;;045 7364000;FALSO;VIGASIO;80;Via Zambonina;FALSO;roberta.stacchezzini@gmail.com;FALSO;FALSO;FALSO;;37068;FALSO;FALSO;FALSO;;3;FALSO;verona;VERO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;AFFITTACAMERE;FALSO;16/02/2015
FALSO;FALSO;49392;FALSO;VERO;VERONA;FALSO;CORTE CASALIVA;www.casalica.it;;FALSO;FALSO;VERO;045/7211350;4 Leoni;045/7211350;VERO;BARDOLINO;8;Contrada Rocca,;FALSO;info@casaliva.it;FALSO;VERO;FALSO;;37011;FALSO;FALSO;FALSO;;2;FALSO;garda;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;14/11/2017
FALSO;FALSO;56300;FALSO;VERO;VERONA;FALSO;CORTE DEI SOAVI;www.cortedeisoavi.com;;FALSO;VERO;FALSO;;;045 7675316;VERO;SOAVE;78 - Costeggiola;Via Pigna;FALSO;info@cortedeisoavi.com;FALSO;FALSO;VERO;;37038;FALSO;FALSO;FALSO;;3;FALSO;verona;VERO;;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;23/07/2012
FALSO;FALSO;180262;FALSO;VERO;VERONA;FALSO;CORTE FORMIGAR;www.corteformigar.it;;FALSO;FALSO;FALSO;;3 Leoni;3480956717;VERO;SANT'AMBROGIO DI VALPOLICELLA;4/1/2;Via Formigar;FALSO;info@corteformigar.it;FALSO;FALSO;FALSO;;37105;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;cassette di sicurezza, frigobar, wi-fi, noleggio biciclette;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;31/05/2017
FALSO;FALSO;82700;FALSO;VERO;VERONA;FALSO;CORTE JAGO;www.cortejago.com;;FALSO;FALSO;FALSO;;3 Leoni;3471261100;VERO;NEGRAR;8;Via Jago di Mezzo;FALSO;paolasona17@gmail.com;FALSO;FALSO;FALSO;;37024;FALSO;FALSO;FALSO;;2;FALSO;verona;VERO;piscina scoperta, wifi;FALSO;FALSO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;VERO;AFFITTACAMERE;FALSO;29/04/2016
VERO;FALSO;92060;FALSO;FALSO;VERONA;FALSO;CORTE MERIGHI ROOMS AND BREAKFAST;www.cortemerighi.it;;FALSO;FALSO;FALSO;;3 Leoni;3913553522;FALSO;VERONA;1/a;Via Vittorio Merighi;FALSO;corte.merighi@gmail.com;FALSO;FALSO;FALSO;;37138;FALSO;FALSO;FALSO;;3;FALSO;verona;VERO;;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;AFFITTACAMERE;FALSO;07/04/2017
FALSO;FALSO;117422;FALSO;FALSO;VERONA;FALSO;CORTE MORENO;infocortemoreno.com;;FALSO;FALSO;FALSO;045-7285590;2 Leoni;342-1742178 335-7775878;FALSO;SAN ZENO DI MONTAGNA;1;via del carro;FALSO;cortemoreno@gmail.com;FALSO;FALSO;FALSO;;37010;FALSO;FALSO;FALSO;;;FALSO;garda;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;14/11/2017
FALSO;FALSO;107962;FALSO;FALSO;VERONA;FALSO;CORTE REALDI;www.corterealdiverona.com;;FALSO;VERO;FALSO;;3 Leoni;045 594015;FALSO;VERONA;6;Vicolo Cieco Monachine;FALSO;info@corterealdiverona.com;FALSO;FALSO;VERO;;37121;FALSO;FALSO;FALSO;;1;FALSO;verona;VERO;;VERO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;VERO;AFFITTACAMERE;FALSO;14/04/2017
FALSO;FALSO;125566;FALSO;VERO;VERONA;FALSO;CORTE REALDI VERONA;;;FALSO;FALSO;FALSO;;3 Leoni;45594015;FALSO;VERONA;2;VICOLO SAN MATTEO;FALSO;info@corterealdiverona.com;FALSO;FALSO;VERO;;37100;FALSO;FALSO;VERO;;;FALSO;verona;VERO;wi-fi - frigo bar in camera - servizio navetta;VERO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;FALSO;VERO;AFFITTACAMERE;FALSO;07/06/2016
FALSO;FALSO;127062;FALSO;FALSO;VERONA;FALSO;COUNTRY HOUSE CORTE MARZAGO;;;FALSO;FALSO;FALSO;;3 Leoni;457945104;FALSO;VALEGGIO SUL MINCIO;28;località Corte Marzago;FALSO;info@cortemarzago.com;FALSO;FALSO;FALSO;;37067;FALSO;FALSO;FALSO;;;FALSO;garda;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;13/01/2017
FALSO;FALSO;98982;FALSO;VERO;VERONA;FALSO;CQ ROOMS VERONA;www.cqroomsverona.com;;FALSO;VERO;FALSO;;2 Leoni;45580506;FALSO;VERONA;17/g;Via Roveggia;FALSO;info@cqroomsverona.com;VERO;FALSO;FALSO;;37136;VERO;FALSO;FALSO;;3;FALSO;verona;VERO;;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;05/04/2017
FALSO;FALSO;391;FALSO;VERO;VERONA;FALSO;DA LUCIA;;;FALSO;FALSO;FALSO;;;457590180;VERO;LAZISE;33;Via Malcanton,;FALSO;turrini.gestioni@gmail.com;FALSO;FALSO;FALSO;;37017;FALSO;FALSO;FALSO;;2;FALSO;garda;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;21/11/2016
FALSO;FALSO;58320;FALSO;VERO;VERONA;FALSO;DAMARANTO RESIDENZA E CUCINA;www.damaranto.com;;FALSO;VERO;FALSO;456198175;;456190701;FALSO;SOAVE;50;Corso Vittorio Emanuele;FALSO;info@damaranto.com;FALSO;FALSO;FALSO;;37038;FALSO;FALSO;FALSO;;2;FALSO;verona;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;AFFITTACAMERE;FALSO;06/08/2015
