"STAZIONE FS";"AEROPORTO";"CODICE IDENTIFICATIVO";"SALA CONFERENZE";"PARCHEGGIO";"PROVINCIA";"IMPIANTI RISALITA";"DENOMINAZIONE";"SITO WEB";"STELLE";"TERMALE";"ACCESSO AI DISABILI";"PERIFERIA";"FAX";"NUOVA CLASSIFICAZIONE LR11";"TELEFONO";"COLLINARE";"COMUNE";"NUMERO CIVICO";"INDIRIZZO";"SOLARIUM";"EMAIL";"ZONA FIERA";"LAGO";"SPAGNOLO";"INTERNO";"CAP";"AUTOSTRADA";"FITNESS";"GIOCHI BIMBI";"TIPOLOGIA SECONDARIA";"CATEGORIA";"SAUNA";"ZONA";"INGLESE";"ALTRI SERVIZI";"CENTRO STORICO";"ARIA CONDIZIONATA";"LOCALITA";"MARE";"ANIMALI AMMESSI";"PISCINA";"TEDESCO";"CHIUSURA TEMPORANEA";"RISTORANTE";"FRANCESE";"TIPOLOGIA";"PISCINA COPERTA";"DATA ULTIMA MODIFICA"
"Falso";"Falso";"157682";"Falso";"Falso";"VERONA";"Vero";"AUNUS NATURE RELAIS";"www.aunus.it";;"Falso";"Falso";"Falso";"045923945";"3 Leoni";"3406648983";"Falso";"ROVERE' VERONESE";"31";"via Della Valletta";"Falso";"maurozampieri59@gmail.com";"Falso";"Falso";"Falso";;"37028";"Falso";"Falso";"Falso";;;"Falso";"verona";"Vero";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"06/10/2016"
"Falso";"Falso";"184062";"Falso";"Falso";"VERONA";"Falso";"AURELIA ROOMS";;;"Falso";"Falso";"Falso";;"3 Leoni";"388 3278700";"Falso";"VERONA";"60";"CORSO PORTA NUOVA";"Falso";"aureliarooms.verona@gmail.com";"Falso";"Falso";"Falso";;"37121";"Falso";"Falso";"Falso";;;"Falso";"verona";"Vero";;"Vero";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"11/09/2017"
"Falso";"Falso";"195885";"Falso";"Vero";"VERONA";"Falso";"BARDOLINERS";"www.bardoliners.com";;"Falso";"Falso";"Falso";"045 8752093";"2 Leoni";"045 6211008";"Falso";"BARDOLINO";"25";"Via Palestro";"Falso";"info@bardoliners.com";"Falso";"Vero";"Falso";;"37011";"Falso";"Falso";"Falso";;;"Falso";"garda";"Vero";"accettazione gruppi, sala tv, wi-fi";"Vero";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"07/07/2017"
"Falso";"Falso";"402";"Falso";"Vero";"VERONA";"Falso";"BENAMATI RACHELE2";"www.casabenamati.it";;"Falso";"Vero";"Vero";"0456584269";"2 Leoni";"0456584269";"Falso";"MALCESINE";"151";"Via Navene Vecchia";"Falso";"info@casabenamati.it";"Falso";"Vero";"Falso";;"37018";"Falso";"Falso";"Falso";;"3";"Falso";"garda";"Vero";;"Falso";"Falso";;"Falso";"Vero";"Falso";"Vero";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"18/10/2017"
"Falso";"Falso";"404";"Falso";"Vero";"VERONA";"Falso";"BENEDETTI GIACOMINA";;;"Falso";"Falso";"Falso";"0456583553";"2 Leoni";"0457401111";"Falso";"MALCESINE";"8";"Località Sottodossi";"Falso";"trimelonimargherita@yahoo.it";"Falso";"Vero";"Falso";;"37018";"Falso";"Falso";"Falso";;"3";"Falso";"garda";"Falso";;"Falso";"Falso";;"Falso";"Vero";"Falso";"Vero";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"13/04/2017"
"Falso";"Falso";"113382";"Falso";"Vero";"VERONA";"Falso";"BIKE TUOR SUITE";;;"Falso";"Falso";"Falso";;"2 Leoni";"045 595388";"Falso";"VERONA";"11, Scala A";"Corso Porta Nuova";"Falso";"info@hotelmastino.it";"Falso";"Falso";"Falso";;"37121";"Falso";"Falso";"Falso";;;"Falso";"verona";"Vero";"vicinanza mezzi pubblici, frigobar, servizio lavanderia, wi-fi";"Vero";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"13/01/2017"
"Falso";"Falso";"45978";"Falso";"Falso";"VERONA";"Falso";"BORGO ANTICO";"www.borgoanticodisoave.com";;"Falso";"Falso";"Falso";;"3 Leoni";"3496519241";"Falso";"SOAVE";"43";"CORSO VITTORIO EMANUELE";"Falso";"borgoanticosoave@gmail.com";"Falso";"Falso";"Vero";;"37038";"Falso";"Falso";"Falso";;"3";"Falso";"verona";"Falso";;"Vero";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"13/04/2017"
"Falso";"Falso";"76020";"Falso";"Vero";"VERONA";"Falso";"BORGO PORTA ROSSA";"www.progettoindue.com";;"Falso";"Falso";"Falso";"045 7500637";;"045 7500637";"Vero";"NEGRAR";"1";"VIA PORTA ROSSA,";"Falso";"patriziakrisa@me.com";"Falso";"Falso";"Vero";;"37024";"Falso";"Falso";"Vero";;"3";"Falso";"verona";"Vero";;"Falso";"Falso";;"Falso";"Vero";"Falso";"Vero";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"18/12/2017"
"Falso";"Falso";"50206";"Falso";"Vero";"VERONA";"Falso";"BOUTIQUE  ROOM";;;"Falso";"Vero";"Falso";;"4 Leoni";"045595388";"Falso";"VERONA";"6";"VIA SANT'ANTONIO";"Falso";"edoardocaldari@hotelmastino.it";"Falso";"Falso";"Falso";;"37100";"Falso";"Falso";"Falso";;"1";"Falso";"verona";"Vero";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"10/04/2017"
"Falso";"Falso";"45798";"Falso";"Vero";"VERONA";"Falso";"CA' DELL'ORTO";"www.cadellorto.it";;"Falso";"Falso";"Vero";"0458388819";;"0458303554";"Falso";"VERONA";"52";"Via Francesco Da Levanto";"Falso";"info@cadellorto.it";"Falso";"Falso";"Vero";;"37138";"Falso";"Falso";"Falso";;"2";"Falso";"verona";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"03/06/2014"
"Falso";"Vero";"503";"Falso";"Vero";"VERONA";"Falso";"CA' MADDALENA";"www.bedandbreakfastcamaddalena.it";;"Falso";"Falso";"Falso";"0456309066";"2 Leoni";"0456302943";"Vero";"VILLAFRANCA DI VERONA";"2";"LOCALITA' PIGNO";"Falso";"info@camaddalena.it";"Falso";"Falso";"Falso";;"37069";"Vero";"Falso";"Falso";;"3";"Falso";"verona";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"15/05/2017"
"Falso";"Falso";"45593";"Falso";"Vero";"VERONA";"Falso";"CAMERE ELENA";"www.affittacamereelena.it";;"Falso";"Falso";"Vero";;"3 Leoni";"348 7030345";"Falso";"LAZISE";"4";"VICOLO CONFINE";"Falso";"info@affittacamereelena.it";"Falso";"Falso";"Falso";;"37017";"Falso";"Falso";"Falso";;"3";"Falso";"garda";"Vero";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"14/04/2017"
"Falso";"Falso";"53055";"Falso";"Vero";"VERONA";"Falso";"CAMERE GIRASOLE";;;"Falso";"Falso";"Vero";;"3 Leoni";"3487030345";"Falso";"LAZISE";"20";"VIA ZAPPO";"Falso";"info@cameregirasole.com";"Falso";"Vero";"Falso";;"37017";"Falso";"Falso";"Falso";;"3";"Falso";"garda";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"14/04/2017"
"Falso";"Falso";"64560";"Falso";"Vero";"VERONA";"Falso";"CAMERE LA COLOMBARA";"www.lacolombaracamere.it";;"Falso";"Falso";"Falso";"0456210051";"3 Leoni";"0456210051";"Vero";"BARDOLINO";"4";"Via Monsurei";"Falso";"info@lacolombaracamere.it";"Falso";"Falso";"Vero";;"37011";"Falso";"Falso";"Vero";;"2";"Falso";"garda";"Vero";"piscina-biciclette-internet";"Falso";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"30/01/2017"
"Falso";"Falso";"112222";"Falso";"Vero";"VERONA";"Falso";"CAMERE LEONARDO";;;"Falso";"Vero";"Vero";;"2 Leoni";"3498505551";"Falso";"SAN GIOVANNI LUPATOTO";"294";"Via Garofoli";"Falso";"reception.leonardo@gmail.com";"Falso";"Falso";"Falso";;"37057";"Falso";"Falso";"Falso";;;"Falso";"verona";"Falso";"vicinanza mezzi pubblici, wi-fi";"Falso";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"13/01/2017"
"Falso";"Falso";"384";"Falso";"Vero";"VERONA";"Falso";"CAMERE MARY ROSE 2";;;"Falso";"Falso";"Falso";"0456470734";"2 Leoni";"0456470709";"Vero";"LAZISE";"18";"Via Pastrengo";"Falso";"info@hotelmaryrose.it";"Falso";"Vero";"Falso";;"37017";"Falso";"Falso";"Falso";;"3";"Falso";"garda";"Vero";"PISCINA SCOPERTA";"Falso";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"06/02/2018"
"Falso";"Falso";"468";"Falso";"Falso";"VERONA";"Falso";"CAMERE VIA SANZIO";"www.lefinestresuborghetto.it";;"Falso";"Falso";"Falso";;;"335 7419453";"Falso";"VALEGGIO SUL MINCIO";"24";"Via R. Sanzio - Borghetto";"Falso";"info@lefinestresuborghetto.it";"Falso";"Falso";"Vero";;"37067";"Falso";"Falso";"Falso";;"2";"Falso";"garda";"Vero";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"24/07/2017"
"Falso";"Falso";"323";"Falso";"Vero";"VERONA";"Falso";"CAMPAGNARI ANGELINA";;;"Falso";"Falso";"Falso";;;"0457210727";"Falso";"BARDOLINO";"4";"Via San Colombano";"Falso";;"Falso";"Falso";"Falso";;"37011";"Falso";"Falso";"Falso";;"3";"Falso";"garda";"Falso";;"Falso";"Falso";;"Falso";"Vero";"Falso";"Vero";"Falso";"Vero";"Falso";"AFFITTACAMERE";"Falso";"16/02/2017"
"Falso";"Falso";"90740";"Falso";"Falso";"VERONA";"Falso";"CANCELLATO";;;"Falso";"Falso";"Falso";;;;"Falso";"NEGRAR";;;"Falso";;"Falso";"Falso";"Falso";;"37024";"Falso";"Falso";"Falso";;"3";"Falso";"verona";"Falso";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"07/04/2014"
"Falso";"Falso";"307";"Falso";"Vero";"VERONA";"Falso";"CAORSA";"www.caorsa.it";;"Falso";"Falso";"Falso";"0456264490";"3 Leoni";"0457235039";"Vero";"AFFI";"11";"Località Caorsa";"Falso";"info@caorsa.it";"Falso";"Falso";"Falso";;"37010";"Vero";"Falso";"Vero";;"3";"Falso";"garda";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Vero";"Falso";"AFFITTACAMERE";"Falso";"23/02/2018"
"Falso";"Falso";"312";"Falso";"Falso";"VERONA";"Falso";"CASA AI POGGI";"www.alsole.it";;"Falso";"Falso";"Falso";"0456212520";"2 Leoni";"0457210822";"Falso";"BARDOLINO";"1";"Via dei Poggi";"Falso";"al-sole@kriss.it";"Falso";"Vero";"Falso";;"37011";"Falso";"Falso";"Falso";;"2";"Falso";"garda";"Vero";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"13/01/2017"
"Falso";"Falso";"47398";"Falso";"Vero";"VERONA";"Falso";"CASA ANTICA ROSSATO";"www.casanticarossato.it";;"Falso";"Falso";"Vero";"044230405";"2 Leoni";"044230405";"Falso";"CEREA";"99";"Via Mantova";"Falso";"info@casanticarossato.it";"Falso";"Falso";"Vero";;"37053";"Falso";"Falso";"Falso";;"2";"Falso";"verona";"Vero";"internet, parcheggio interno alla struttura";"Falso";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"16/09/2016"
"Falso";"Falso";"368";"Falso";"Vero";"VERONA";"Falso";"CASA ARCHI";"www.punta-sanvigilio.it";;"Falso";"Falso";"Falso";"0457256551";"5 Leoni";"0457255884";"Falso";"GARDA";;"Via San Vigilio";"Falso";"info@punta-sanvigilio.it";"Falso";"Vero";"Falso";;"37016";"Falso";"Falso";"Vero";;"1";"Falso";"garda";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Falso";"Vero";"Falso";"Vero";"Falso";"AFFITTACAMERE";"Falso";"05/04/2017"
"Falso";"Falso";"50981";"Falso";"Vero";"VERONA";"Falso";"CASA CITELLA GUEST HOUSE";"www.casacitella.it";;"Falso";"Vero";"Falso";"045 6755033";"2 Leoni";"045 6766368";"Falso";"BUSSOLENGO";"19";"Via Citella";"Falso";"info@casacitella.it";"Falso";"Falso";"Falso";;"37012";"Falso";"Falso";"Falso";;"3";"Falso";"garda";"Vero";"lavatrice a gettone a pagamento - bollitore in camera";"Vero";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"23/02/2018"
"Falso";"Falso";"48861";"Falso";"Vero";"VERONA";"Falso";"CASA DEI FRACCAROLI";;;"Falso";"Falso";"Vero";;;"0456850126";"Vero";"SAN PIETRO IN CARIANO";"21";"Via Castello";"Falso";"info@castrumrelais.it";"Falso";"Falso";"Falso";;"37029";"Falso";"Falso";"Vero";;"3";"Falso";"verona";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"13/03/2017"
"Falso";"Falso";"409";"Falso";"Vero";"VERONA";"Falso";"CASA FELTRINELLI";;;"Falso";"Falso";"Falso";;"2 Leoni";"0456570090";"Falso";"MALCESINE";"169 int. 1";"Via Gardesana";"Falso";"luca.feltrinelli@gmail.com";"Falso";"Vero";"Falso";;"37018";"Falso";"Falso";"Falso";;"3";"Falso";"garda";"Falso";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"10/05/2017"
"Falso";"Falso";"75600";"Falso";"Vero";"VERONA";"Falso";"CASA FOLA";"www.casafola.com";;"Falso";"Vero";"Falso";"0459231244";"2 Leoni";"0459231244";"Falso";"VERONA";"8";"Vicolo Pietrone";"Falso";"info@casafola.com";"Falso";"Falso";"Vero";;"37100";"Falso";"Falso";"Falso";;"3";"Falso";"verona";"Vero";"colazione con convenzione presso bar";"Vero";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"04/05/2017"
"Falso";"Falso";"434";"Falso";"Vero";"VERONA";"Falso";"CASA GIGLIO";;;"Falso";"Falso";"Falso";"0456340708";;"0457930253-0456340909";"Falso";"MOZZECANE";"58/a";"Via Caterina Bon Brenzoni";"Falso";"ristgel@gmail.com";"Falso";"Falso";"Falso";;"37060";"Falso";"Falso";"Vero";;"1";"Falso";"verona";"Vero";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"Falso";"AFFITTACAMERE";"Falso";"12/10/2017"
"Falso";"Falso";"98522";"Falso";"Vero";"VERONA";"Falso";"CASA GRAZIELLA";;;"Falso";"Falso";"Falso";;;"045 6296080";"Falso";"TORRI DEL BENACO";"12";"Località Frader";"Falso";"casadigraziella@gmail.com";"Falso";"Vero";"Falso";;"37010";"Falso";"Falso";"Falso";;"2";"Falso";"garda";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"05/08/2014"
"Falso";"Falso";"432";"Falso";"Falso";"VERONA";"Falso";"CASA HELLEN";"www.alloggiocasahellen.com";;"Falso";"Falso";"Falso";"0456105615";;"0457610649 / 0457614814";"Falso";"MONTEFORTE D'ALPONE";;"Via Matteotti";"Falso";"info@alloggiocasahellen.com";"Falso";"Falso";"Falso";;"37032";"Falso";"Falso";"Falso";;"2";"Falso";"verona";"Falso";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"06/02/2014"
"Falso";"Falso";"363";"Falso";"Vero";"VERONA";"Falso";"CASA LADY DI BONOMI IVAN";"www.casalady.it";;"Falso";"Falso";"Falso";"0457256562";"2 Leoni";"0457256562 - 340 0539208";"Falso";"GARDA";"2/4";"Via Verdi";"Falso";"ivan@casalady.it";"Falso";"Vero";"Vero";;"37016";"Falso";"Falso";"Falso";;"2";"Falso";"garda";"Vero";;"Vero";"Vero";;"Falso";"Vero";"Falso";"Vero";"Falso";"Vero";"Vero";"AFFITTACAMERE";"Falso";"09/11/2017"
"Falso";"Falso";"49238";"Falso";"Vero";"VERONA";"Falso";"CASALIVA";"www.casaliva.it";;"Falso";"Falso";"Falso";"0457211350";"4 Leoni";"0457211350";"Vero";"BARDOLINO";"6";"STRADA DI SEM";"Falso";"info@casaliva.it";"Falso";"Vero";"Vero";;"37011";"Falso";"Falso";"Falso";;"2";"Falso";"garda";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"14/11/2017"
"Falso";"Falso";"496";"Falso";"Vero";"VERONA";"Falso";"CASA MAGNANI";"www.casamagnani.it";;"Falso";"Falso";"Falso";"0459580790";"3 Leoni";"3404715135 / 3384022579";"Vero";"VERONA";"7";"Via Messer Ottonello";"Falso";"info@casamagnani.it";"Falso";"Falso";"Falso";;"37100";"Falso";"Falso";"Falso";;"2";"Falso";"verona";"Vero";"INTERNET SENZA FILI";"Falso";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"20/09/2017"
"Falso";"Falso";"446";"Falso";"Vero";"VERONA";"Falso";"CASA MARTORI";;;"Falso";"Falso";"Falso";"045 6400316";"2 Leoni";"045 7550281";"Falso";"PESCHIERA DEL GARDA";"10";"LOCALITA' FORNACI";"Falso";"alpescatore@alice.it";"Falso";"Vero";"Falso";;"37019";"Falso";"Falso";"Falso";;"2";"Falso";"garda";"Falso";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"05/05/2017"
"Falso";"Falso";"427";"Falso";"Vero";"VERONA";"Falso";"CASA MILANI 2";"www.casamilani.it";;"Falso";"Falso";"Vero";"0457400460";"2 Leoni";"0457400460";"Falso";"MALCESINE";"32";"Via Puri";"Falso";"info@casamilani.it";"Falso";"Falso";"Falso";;"37018";"Falso";"Falso";"Falso";;"3";"Falso";"garda";"Falso";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"26/04/2017"
"Falso";"Falso";"97280";"Falso";"Falso";"VERONA";"Falso";"CASA MOSOLE";"www.casamosole.com";;"Falso";"Falso";"Falso";"045 7400165";"4 Leoni";"348 5310790 - 045 2589430";"Falso";"MALCESINE";"3";"Via Bottura";"Falso";"info@casamosole.com";"Falso";"Falso";"Falso";;"37018";"Falso";"Falso";"Falso";;"1";"Falso";"garda";"Falso";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"20/03/2017"
"Falso";"Falso";"69880";"Falso";"Falso";"VERONA";"Falso";"CASA PANVINIO";;;"Falso";"Falso";"Falso";"045 8031251";"2 Leoni";"045 8031251";"Falso";"VERONA";"19/a";"Lungadige Panvinio";"Falso";"info@casapanvinio.it";"Falso";"Falso";"Vero";;"37121";"Falso";"Falso";"Falso";;"3";"Falso";"verona";"Vero";"prima colazione con convenzione al bar";"Vero";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"07/02/2017"
"Falso";"Falso";"331";"Falso";"Vero";"VERONA";"Falso";"CASA SILVANA";;;"Falso";"Falso";"Falso";"0457430204";"2 Leoni";"0457430204";"Falso";"BRENZONE SUL GARDA";"45";"Via Vespucci,";"Falso";"info@casasilvana.net";"Falso";"Vero";"Falso";;"37010";"Falso";"Falso";"Falso";;"3";"Falso";"garda";"Falso";;"Falso";"Falso";;"Falso";"Vero";"Falso";"Vero";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"10/10/2017"
"Falso";"Falso";"103683";"Falso";"Vero";"VERONA";"Falso";"CASA SUL GARDA";"www.bbcasasulgarda.com";;"Falso";"Vero";"Falso";;;"331 1005006";"Falso";"PESCHIERA DEL GARDA";"5";"Via Risorgimento";"Falso";"info@bbcasasulgarda.com";"Falso";"Vero";"Falso";;"37019";"Falso";"Falso";"Falso";;"3";"Falso";"garda";"Vero";"SI ACCETTANO ANIMALI SOLO DI PICCOLA TAGLIA";"Falso";"Vero";;"Falso";"Vero";"Falso";"Vero";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"20/12/2017"
"Falso";"Falso";"457";"Falso";"Vero";"VERONA";"Falso";"CASTRUM RELAIS";"www.castrumrelais.it";;"Falso";"Falso";"Falso";"0456850126";;"0456850126";"Vero";"SAN PIETRO IN CARIANO";"21 - Località Castelrotto";"Via Castello";"Falso";"info@castrumrelais.it";"Falso";"Falso";"Falso";;"37029";"Falso";"Falso";"Falso";;"2";"Falso";"verona";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"03/03/2016"
"Falso";"Falso";"47397";"Falso";"Vero";"VERONA";"Falso";"CA' VETTOR UNO";"www.cavettor.com";;"Falso";"Falso";"Falso";"0456260924";"2 Leoni";"0456261278";"Vero";"AFFI";"5";"VIA CA' DEL BOSCO";"Falso";"info@cavettor.com";"Falso";"Falso";"Falso";;"37010";"Falso";"Falso";"Vero";;"2";"Falso";"garda";"Vero";"internet wireless wi fi";"Falso";"Falso";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"15/02/2017"
"Falso";"Falso";"112302";"Falso";"Falso";"VERONA";"Falso";"CENTER IN THE HEART";;;"Falso";"Falso";"Falso";;"2 Leoni";"0458036370";"Falso";"VERONA";"40";"Vicolo Tre Marchetti";"Falso";"zaniniristorazione@libero.it";"Falso";"Falso";"Vero";;"37100";"Falso";"Falso";"Falso";;;"Falso";"verona";"Vero";"vicinanza mezzi pubblici, accettazione gruppi, frigobar in camera, wi-fi";"Vero";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"04/08/2016"
"Falso";"Falso";"179522";"Falso";"Falso";"VERONA";"Falso";"CHAMBRES OPERA'";;;"Falso";"Vero";"Falso";;"3 Leoni";"045/6470205";"Falso";"LAZISE";"6";"VIA MONTE BALDO";"Falso";"laboheme@ristoclassique.it";"Falso";"Vero";"Falso";;"37017";"Falso";"Falso";"Falso";;;"Falso";"garda";"Falso";;"Falso";"Falso";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"21/04/2017"
"Falso";"Falso";"316";"Falso";"Falso";"VERONA";"Falso";"CLARA E LUCIANO";;;"Falso";"Falso";"Falso";;;"0456210244";"Falso";"BARDOLINO";"18";"Via Borgo Cavour,";"Falso";"cameredaluciano@gmail.com";"Falso";"Vero";"Falso";;"37011";"Falso";"Falso";"Falso";;"3";"Falso";"garda";"Falso";;"Falso";"Falso";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"27/09/2016"
"Falso";"Falso";"361";"Falso";"Vero";"VERONA";"Falso";"CONSOLINI MAURO";;;"Falso";"Falso";"Vero";"0457256113";"2 Leoni";"0457256113";"Falso";"GARDA";"15";"Via Montebaldo";"Falso";"consolinimauro@yahoo.it";"Falso";"Falso";"Vero";;"37016";"Falso";"Falso";"Falso";;"3";"Falso";"garda";"Vero";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"23/06/2016"
"Falso";"Falso";"370";"Falso";"Falso";"VERONA";"Falso";"CONSOLINI MAURO - PICCOLO BAR";"www.piccolobar.it";;"Falso";"Falso";"Falso";;"2 Leoni";"045 7255561 - 335 6182575";"Falso";"GARDA";"4";"VIA ANTICHE MURA";"Falso";"piccolobargarda@gmail.com";"Falso";"Vero";"Vero";;"37016";"Falso";"Falso";"Falso";;"3";"Falso";"garda";"Vero";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"23/06/2016"
"Falso";"Falso";"502";"Falso";"Vero";"VERONA";"Falso";"CORTE BRIGAFATTA";;;"Falso";"Falso";"Falso";;;"045 7364000";"Falso";"VIGASIO";"80";"Via Zambonina";"Falso";"roberta.stacchezzini@gmail.com";"Falso";"Falso";"Falso";;"37068";"Falso";"Falso";"Falso";;"3";"Falso";"verona";"Vero";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"Falso";"AFFITTACAMERE";"Falso";"16/02/2015"
"Falso";"Falso";"49392";"Falso";"Vero";"VERONA";"Falso";"CORTE CASALIVA";"www.casalica.it";;"Falso";"Falso";"Vero";"045/7211350";"4 Leoni";"045/7211350";"Vero";"BARDOLINO";"8";"Contrada Rocca,";"Falso";"info@casaliva.it";"Falso";"Vero";"Falso";;"37011";"Falso";"Falso";"Falso";;"2";"Falso";"garda";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Falso";"Vero";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"14/11/2017"
"Falso";"Falso";"56300";"Falso";"Vero";"VERONA";"Falso";"CORTE DEI SOAVI";"www.cortedeisoavi.com";;"Falso";"Vero";"Falso";;;"045 7675316";"Vero";"SOAVE";"78 - Costeggiola";"Via Pigna";"Falso";"info@cortedeisoavi.com";"Falso";"Falso";"Vero";;"37038";"Falso";"Falso";"Falso";;"3";"Falso";"verona";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"23/07/2012"
"Falso";"Falso";"180262";"Falso";"Vero";"VERONA";"Falso";"CORTE FORMIGAR";"www.corteformigar.it";;"Falso";"Falso";"Falso";;"3 Leoni";"3480956717";"Vero";"SANT'AMBROGIO DI VALPOLICELLA";"4/1/2";"Via Formigar";"Falso";"info@corteformigar.it";"Falso";"Falso";"Falso";;"37105";"Falso";"Falso";"Falso";;;"Falso";"verona";"Vero";"cassette di sicurezza, frigobar, wi-fi, noleggio biciclette";"Falso";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"31/05/2017"
